Open;High;Low;Close
416.83;422;415.27;422
404.98;408.43;402.85;408.43
407.34;409.25;400.14;402.19
392.57;403.18;391.5;400.29
379.09;388.81;378.21;388.81
375.78;377.74;368.49;369.8
373.33;384.78;371.8;377.37
367.86;379.82;360.3;378.25
374.57;381.8;354.24;372.5
380.37;382.64;373.17;374.6
387.12;388.89;381.18;381.32
401.92;402.21;386.21;390.57
400.19;403.74;396.51;397.01
408.73;409.25;398.06;399.26
399.86;403.98;391.3;403.17
400.28;406.74;399.85;404.3
401.03;409.82;396.7;401.82
419.64;421.59;412;412.14
415.25;422.86;411.19;413.45
397;413.23;395.2;411.63
395.54;400.5;395.03;400.5
391.43;393.66;389.9;392.96
387.02;392.21;385.76;389.3
382.14;386.21;380.25;384.62
373;380.88;371.9;379.94
383.93;386;375.02;377.48
382.4;388.61;382.31;384.14
385.56;385.6;382;383.93
367.37;380.33;366.48;379.74
374.74;378;371.83;374.05
385.82;387.34;380.72;381.03
390.57;392.08;381.86;384.83
388.25;391.84;386.21;389.99
388.18;391.5;388;389.97
371.17;383.8;370.8;383.58
365.08;375.45;365;373.72
373.47;378.96;370.6;376.18
360.3;373.64;357;373.6
364.51;364.88;355.09;356.44
362.17;367;356;356.03
370.84;372.65;361.37;366.05
382.31;384.52;378;380.44
381.52;383.37;376.06;380.48
379.63;384.97;378.09;383.41
378.07;379.64;374.23;376.99
370.52;375.45;364.72;373.7
371.15;374.65;362.5;363.69
361.3;374.61;355;374.01
361.69;367.77;353.02;353.21
380.44;383.5;362.57;373.62
389.41;391.32;377.35;377.37
390.98;393.55;382.24;392.57
397.65;397.9;388.35;388.91
397.78;399.5;392.37;396.75
387.64;395.15;384;390.48
391.62;396.99;388.13;391.82
400.59;402.64;392.15;392.59
400;404.5;399.68;403.41
390.35;400;389.62;398.5
388.32;395.05;387.75;393.3
386.95;390.06;383.9;387.29
396.12;396.27;386;386.9
378;378.65;373.32;376.85
365.43;374.65;365.28;373.8
361.17;365;359.17;364.92
361.01;361.61;356.34;357.77
358.33;360;356.38;358.02
353.53;357.68;348.62;353.75
356.34;359.77;352.82;354
353.34;360;352.2;359.71
354.67;358;354;357.2
348.95;354.1;346.71;351.76
343;349.83;342.5;349.43
335.95;343.5;334.2;343.26
334.7;336.13;332.84;335.67
336.04;336.37;331.88;334.04
333.65;336.7;333.44;335.26
327.59;333.9;327.25;332.04
331.37;333.15;325.09;326.35
318.94;331.69;318.12;331.23
325.16;328.9;322.38;322.61
316.68;325.8;315.2;325.3
317.36;317.7;310.5;315.32
328.99;329.25;319.36;320.26
326.9;328.68;318.33;325.16
329.75;330.3;324.88;326.75
330;333.25;329.31;332.44
327.2;328.31;325.07;326.6
330.55;331.66;325.51;325.9
333.25;333.67;330.75;331.49
331.78;334.8;330.65;332.24
338.17;338.22;331.9;332.04
345.7;347.05;337.81;338.04
343.18;345.33;342.01;343.44
346.5;347.98;344.3;346.1
348.87;352.13;344.65;345.51
341.1;347.83;341;347.83
334.8;337.63;334.31;337.41
335.97;336.89;334.43;335
333.43;338.56;332.85;336.78
335.5;335.9;331.34;332.19
329.97;335.98;329.42;334.4
339.56;340.95;335.02;335.22
342.08;342.41;338.67;340.53
336.47;341.05;336;339.87
332;336.14;330.73;336.14
339.2;341.22;332.6;333.3
345.66;346.25;340.35;340.5
346.12;347.12;342.27;346.57
349.02;350;345.24;347.23
348.89;349.69;346.66;349.45
347.86;349.2;346.53;347.6
349.69;350;346.21;346.66
348.4;350.95;346.05;346.75
348.26;351.83;346.88;349.57
347.99;349.89;345.62;348.2
349.74;350.47;345.5;346.28
346.78;353.95;346.67;350.13
346.19;349.75;345.52;346.75
352.24;352.35;347.1;350.15
353.62;354.99;349.35;350.42
350.34;353.75;350.3;353.01
355;355.13;348.52;350.7
343.51;345.75;341.5;342.41
333.1;337.98;331.71;337.86
326.1;332.23;320.16;331.85
333.3;333.64;326.8;327.46
334.8;336;332.06;332.42
335.02;336.14;332.52;336.13
330.49;333.73;330.2;332.4
334.06;335.67;330.02;330.8
339.92;340.15;333.95;335.06
338.1;340.43;336.03;338.08
341.22;343.9;337.14;338.04
336.99;342.25;336;338.89
344.31;344.6;338.4;341.19
351.11;351.59;343.3;344.56
346.36;349.8;346.06;348.51
350.64;350.88;347.44;348.63
347.66;350.96;346.06;350.96
353.15;354.32;350.44;350.44
348.07;352.06;347.02;351.54
341.85;346;338.86;344.97
339.28;340.22;335.95;339.19
342.56;342.62;339.14;341.2
335.99;339.74;335.26;339.3
337.13;338.2;330;330.67
336.83;339.61;330.66;334.64
342;343;326.26;330.01
342.1;347.84;340.1;345.43
353.18;356.48;351.31;353.56
345.33;352.32;345;351.99
349.12;349.77;344.9;346.67
354.69;354.76;350.6;352.47
354.91;357.4;352.25;355.76
361.4;361.67;351.31;355.36
360.07;360.29;357.75;360
357.19;359.79;355.92;359.56
349.96;354.35;348.4;352.12
355.47;355.72;347.68;349.31
351.24;355.05;351.12;353.21
345.26;348.43;344.8;348.16
344.02;345.15;338.37;342.88
338.77;344.64;338.61;342.62
342.15;345.4;337.72;338.61
358.71;359.5;349.52;350.56
357.25;360.27;356.52;358.3
360.8;364.9;360.5;363.13
359.19;359.97;357.55;359.9
356.79;359.48;356.71;359.18
354.75;357.8;353.54;356.85
357.39;360;348;354.54
355.19;359;354.87;358.16
353.68;355.52;352.15;355.2
347.89;353.25;347.64;351.88
343.64;346.7;343.51;346.5
343.8;344.24;338.55;343.44
344.45;345.25;343.55;344.32
341.3;345.65;340.98;345.03
335.8;340.04;334.3;339.32
344.17;344.4;333.53;336.1
343.78;344.69;342.83;343.21
342.96;345.6;341.5;343.85
336.33;341.44;334.57;341.4
326.87;337.45;326.72;337.45
333.77;334.88;326.63;326.72
336.43;338.3;330.12;332.68
348.35;348.6;336.88;338.84
329.52;344.76;326;340.65
345.89;348.48;344.44;348.48
345.16;346.64;343.85;345.68
343.25;344.43;342;344.42
344.88;344.96;339.47;341.64
338.83;343.23;337.17;342.45
333.99;336.35;331.9;336.12
334.72;335.25;332.9;333.73
329.55;334.34;329.5;334
332.44;332.5;328.15;331.29
325.64;330.26;324.84;329.57
322.95;323.48;321.31;322.56
325.48;325.51;323.05;323.66
326.22;326.45;325.1;325.29
325.91;326.66;325.06;325.47
322.85;325.44;321.52;324.68
325;325.15;323.17;323.6
324.36;325.72;323.55;325.16
323;324.39;322.05;324.2
321.6;323.25;318.23;322.21
321.63;321.79;320.23;320.61
321.09;322.61;320.1;321.25
320;323;319.19;320.36
321.73;322.54;319;320.29
324.37;325.06;321;321.67
319.65;321.05;318.6;320.56
322.13;322.5;319.02;319.76
319.63;321.02;317.11;321.01
323.8;323.99;318.12;318.21
318.64;322.33;318.42;320.15
317.01;318.65;316.34;317.44
317.53;319;314.89;318.15
315.27;317.75;315;316.4
313.54;314.36;310.87;311.15
315.5;317.48;311.38;316.87
313.74;317.7;312.94;315
312;315.4;311.75;314.8
310.45;311.75;306.56;308.73
306.68;313.36;305.87;313.36
307.97;308.4;305.24;306.73
305.2;309.67;304.69;308.43
301.2;303.99;297.76;300.5
305.72;307.6;299.32;301.59
308.46;310.54;306.27;307.04
316;316.5;303.63;308.03
315;318.4;314.25;316.65
316.64;318.77;313.55;318.03
321.05;321.3;314.5;316.08
317.2;319.77;316.76;318.62
317.99;319.57;316.75;317.13
315.45;320.18;315.03;318.27
311.37;312.88;308.53;312.8
307;310.19;307;309.36
302.22;305.6;302.2;304.18
304.23;305.88;300.87;300.98
307.95;308;300.9;305.24
307.65;309.9;305.6;307.83
306.87;309.74;305.65;308.05
309.09;311.6;308.44;308.84
309.07;310.04;306.3;307.47
312.36;314.74;306.8;309.52
309;314.25;306.87;310.53
303.4;313.77;300.02;309.49
318.47;319;314.29;318
307.44;315;304.91;314.74
301.69;302.47;300.4;302.31
300.2;301.96;299.8;300.14
295.41;299.5;292.49;298.54
294.74;297.24;294.6;295.36
291.71;294.5;290;294.07
290.34;290.48;286.91;289.22
289.59;291.99;285.26;289.19
282;289.45;281.82;288.94
281.6;282.9;277.77;278.64
286.15;286.58;281.35;282.52
289;290;281.25;283.75
287.23;289.81;286;287.37
291.77;291.77;275;286.86
293.98;294.73;291.01;291.16
292.1;293.53;290.55;292.32
286.33;292.76;286;288.92
282.71;287.98;282.41;287.75
283.86;287.35;282.79;283.77
276.08;283.78;275.85;283.23
277.69;277.96;273.68;275.37
270.24;276.67;269.5;276.57
268.17;270.38;267.84;270.22
266.21;269.17;265.52;268.06
265.82;268.28;265.76;267.04
263.19;264.5;261.4;263.41
265.04;266.52;262.92;263.07
259.78;264.39;259.1;262.92
256.64;259.53;256.25;257.81
255.09;258.78;254.5;258.77
251.26;252.17;248.57;252.17
247.47;251.46;246.28;250.33
241.85;244.56;240.35;243.1
240.76;245.75;240.68;242.5
241.75;242.61;235.56;241.62
245.45;245.75;240.28;240.28
238.04;243.99;237.2;242.89
242.67;243;238.65;239.93
251.79;252;245.25;245.8
249.39;253.92;249;249.64
252.84;253.48;248.68;249.88
252.36;254.67;251.58;253.07
250.08;254.63;249.2;251.97
247.58;250.01;246.62;247.64
251.65;251.88;249.09;249.1
246.69;253.1;246.12;251.79
255.4;255.69;249.81;250.19
259.85;260.45;257.55;259.41
261.48;262.15;259.57;261.75
259.78;261.49;257.63;260.09
261.73;263.18;260.55;261.7
262.84;264.28;260.31;262.98
261.01;263.26;259.42;261.93
260.44;262.59;259.62;261.85
255.89;259.7;254.9;257.25
260.71;262.65;256.1;258.11
263.67;265.99;260.25;260.96
260.87;264.8;260.3;264.08
260;260.1;257.71;259.28
257.09;260.38;256.28;259.94
257.68;260;255.31;259.02
265.09;265.15;254;254.24
242.9;252.9;240.01;251.89
249.88;249.88;239.6;245.58
253.18;254.97;248.41;249.9
248.23;256.97;247.3;251.45
249.38;255.8;249;252.73
256.32;256.4;246.43;251.8
258.53;261.85;254.86;257.29
256.89;259.9;255.16;259.62
262.48;262.9;254.89;258.09
250.49;258.77;249.75;258.67
251;252.8;246.16;248.63
250.49;250.93;243.2;246.94
254.3;254.8;243.22;248.48
256.71;257.97;250.01;251.53
264.12;264.39;254.3;256.17
266.93;269.75;264.52;268.3
270.06;270.27;265.81;266.7
271;273.2;268.1;269
274.58;274.66;267.9;270.97
272.16;275.97;271.5;273.85
277.69;279.01;268.73;270.17
272.25;275;271.42;274.07
270.6;272.9;269.5;271.87
261.1;267.75;260.63;267.25
255.64;259.85;255.5;259.69
255.96;259.15;254.01;254.28
248.23;253.86;247.37;253.51
244.84;250.98;242.2;250.51
251.47;251.9;242.49;243.2
253.24;253.8;245.65;249.33
258.29;259.15;250.55;250.94
258.21;261.9;254.63;255.96
265.18;265.55;260.41;263.12
264.54;264.8;260.33;263.95
259.69;265.94;258.96;260.83
259.39;259.4;253.35;256.88
250.6;253.89;249.11;253.35
250.08;252.13;243.75;244.11
239.35;246.76;237.16;245.22
247.28;250.9;246.26;246.76
232.82;244.5;231.35;242.32
241.88;243.85;236.21;237.76
249.5;252.92;244.85;248.34
256.98;258.55;250.26;252.36
254.7;256.18;247.71;254.22
255.16;256.48;249.5;253.82
263.22;265;256.4;258.36
259.24;263.13;258.7;262.09
251.84;259.89;250.5;256.52
250.25;254.65;248.53;253.99
243.71;246.57;225.21;235.86
253.83;258.25;199.25;246.25
253.03;258.14;248.73;255.99
262.89;263.29;256.75;258.68
263.84;267.88;262.88;266.35
269.31;270.57;261;261.09
263.02;270;262.01;268.64
263.25;264;256.41;261.6
267.27;267.84;260.52;262.04
271.88;272.46;268.19;269.5
267.99;272.18;267;270.83
258.24;266.75;256.2;266.47
258.8;260.25;255.73;259.22
248.54;249.25;242.96;244.59
247.03;247.89;241.77;247.07
248.57;251.14;244.55;247.4
245.78;249.03;245.51;248.92
245.28;245.81;244.07;245.69
241.86;242.8;241.11;242.43
242.2;243.07;241.81;242.29
241.43;241.89;240.46;241.79
240.44;241.54;238.04;239.95
239.55;241.92;238.66;240.6
238.2;240.24;237;239.54
234.98;238.51;234.77;238.49
237.41;238.73;232.75;235.97
235.49;236.61;234.46;235
236.6;237.48;234.25;235.85
233;233.87;231.62;232.39
228.95;231.95;228.55;230.9
230.92;230.97;226.25;226.65
227.64;230.2;227.51;229.37
225.64;228.78;224.1;228.36
220.47;226;220.15;224.75
224.79;225.24;221.23;222.25
224.1;225;222.61;224.65
224.9;226.45;223.27;224.12
224.18;224.98;222.51;224.45
225.38;225.5;220.25;223.84
227.37;227.73;225.75;226.6
223.91;225.5;223.32;225.5
223.83;225.48;223.2;224.84
218.31;225;217.89;223.02
220.01;220.09;218.25;219.08
214.94;219.7;214.63;218.95
209.28;210.92;208.63;210.71
208.94;209.87;207.94;209.33
209.93;210.83;207.74;208.85
205.75;209.5;205.45;208.99
202.38;205.17;202;204.62
197.38;202.86;196.89;202
198.23;201.44;197.84;200.66
200;201.33;195.71;197.06
202.34;202.5;199.19;200.42
201.86;203.2;201.11;201.67
201.63;203.89;200.92;202.93
204.19;204.31;200.86;202.55
201.94;203.69;201.52;203.4
198.11;201.64;195.5;200.38
194.88;199.75;194.06;198.67
195.89;196.6;194.26;195.12
196.42;197.5;194.75;196.19
195.69;197.88;194;194.12
192.63;196;190.85;195.46
196.73;198.37;191.57;192.05
195.17;200.2;194.42;199.23
195.91;196.32;193.38;195.86
192.37;196;191.3;194.73
201.08;202.2;190.25;192.06
204.93;205.5;198.7;199.29
206.85;210.58;199.53;207.88
205.95;213.71;202.58;205.94
202.51;204.7;200.19;203.07
206.78;207.5;197.16;197.75
212.08;213.31;207.21;208.07
214.91;215.55;209.5;211.73
208.33;215.19;207.24;215.04
210.93;211.6;205.87;205.93
210.11;210.46;209.02;209.43
207.87;210.93;204.1;210.65
209.19;209.77;206.42;207.72
212.8;213;208.45;210.11
210.3;212;209.06;211.98
211.75;212;209.05;210.58
214.38;215.23;210.75;210.97
214.6;215.59;213.25;214.38
213.43;214.5;212.38;214.01
213.13;213.35;210.56;210.73
208.83;212;208.31;211.64
212.63;212.72;208.73;209.1
211.72;213.95;209.61;211.61
203.55;209.35;203.35;209.04
201.2;202.38;200.81;202.1
199.44;200.85;198.66;200.36
196.05;199.75;195.67;198.23
193.17;195.5;192.6;195.43
194.26;195;191;191.86
195.1;196.5;194.55;195.03
195.83;197.51;193.27;194.17
195.37;197.43;192.56;196.98
197.78;198;193.43;194.67
199.5;199.7;196.12;196.43
191.28;198.16;190.31;197.8
189.36;192.35;188.7;189.87
193.32;193.77;188.68;188.95
199.7;199.88;190.28;193.32
197.42;198.98;196.27;196.48
198.96;201.42;195.75;196.23
202.24;202.77;196.83;196.97
201.11;201.68;198.77;199.91
199.22;202.96;198.37;200.59
205.4;205.65;203.76;204.19
205.33;205.88;202.9;204.44
203;206;202.95;205.88
199.15;200.39;197.76;199.92
204.61;204.61;199.8;200.51
206.54;207;204;205.96
206.08;207.44;205;207
205.48;208;205.01;206.63
202.87;204.83;202.07;204.45
203.14;204.87;201.43;201.99
204.56;205;201.83;203.25
201.02;204.98;201.01;202.98
196.94;201.9;196.26;201.46
192.51;195.19;192.4;194.34
192.4;195;191.82;194.03
190.73;193.85;190.23;190.81
187.85;189.52;185.92;188.75
189.8;192.88;185.57;189.31
196.06;196.8;188.17;188.5
195;196.81;192.14;196.35
197.71;198.02;191.1;192.4
201.66;202.81;196.45;197.37
203.67;206.75;200.1;202.48
205.7;205.8;203.23;203.94
204.7;207.85;202.51;205.2
199.52;208.71;199.23;204.92
200.6;201.75;197.85;198.76
187.85;190;185.55;189.86
189.35;190.36;187.84;188.05
189.63;190.92;189.53;190.56
192.25;192.32;190.23;191.29
190.63;191.17;189.7;190.02
191.02;191.51;189.64;190.81
188.97;190.7;188.62;190.47
190.66;191.45;188.89;189.27
189.76;190.55;189.03;190.25
187.74;190.01;187.3;190.01
186.2;186.86;184.27;186.02
181.41;185.94;181.35;184.9
185.35;186.22;180.7;180.86
186.13;186.45;182.61;185.35
186.73;187.4;184.31;185.38
183.87;186.68;183.33;186.15
182.01;185.5;181.44;182.37
187.2;187.7;182.77;183.82
185.4;188.9;185.03;185.5
185.19;185.38;182.85;184.48
184.29;185.16;181.62;184.02
185.83;186.55;184.76;185.02
181.98;186.79;181.97;184.55
177.99;182.75;177.88;181.87
174.04;175.65;173.59;175.16
170.83;173.9;170.25;173.72
172.91;173.18;170.87;172.16
172.06;173.25;170.81;172.56
172.78;174.47;169.7;171.14
172.98;173.14;172;172.93
167.28;170.7;167.09;170.31
166.44;167.1;165;166.55
164.62;167.61;164.11;165.18
167.99;170;164.94;165.3
168.16;168.85;166.5;168.21
172.27;172.49;168.53;170.05
168.75;169.57;164.83;169.45
168.92;169.55;166.76;167.41
169.46;170.94;169.13;169.4
170.12;170.71;168.27;169.06
167.65;169.37;166.8;169.22
164.98;166.72;164.61;166.33
162.75;165.3;162.45;164.6
161.63;164.24;161.41;164
163.55;163.59;159.42;159.59
167.94;168.23;165.53;166.78
166.65;168.67;166.5;168.42
162.55;166.71;162.46;165.31
163.69;164.38;161.88;162.83
165.66;166.6;163.66;164.72
165.49;166.6;164.8;165.51
165.58;166.51;163.09;163.91
165.75;167.39;164.21;165.11
164.93;165.57;164.21;165.55
165.21;166.64;164.87;166.43
162.99;165;162.91;163.39
161.7;164.72;161.5;162.79
158.9;160.45;158.25;160.03
158.88;160.1;157.6;160
160.17;160.88;157.26;160.1
156.95;160;156.5;159.99
156.63;158.44;155.56;157.82
157.79;158.73;156.11;156.74
153.29;153.43;149.75;151.51
153.27;155.04;150.89;152.91
149.08;152.02;148.63;151.75
145.76;148.02;145.57;147.52
145.04;147;144.32;146.88
142.03;143.18;141.16;142.27
139.54;142.34;137.53;142.34
136.34;138.97;136.32;138.52
137.76;137.99;135.93;136.36
135.92;138.04;134.42;137.22
138.48;139.68;135.18;135.4
138.7;138.99;136.25;138.61
141.25;142.83;139.79;140.02
143.5;144.66;142.52;142.83
142.58;143.8;141.8;142.43
143.46;143.95;141.54;141.97
139.79;143.56;139.74;142.44
135.75;140.2;135.21;139.86
135.42;137.5;134.86;136.22
136.4;136.95;132.88;134.01
140.67;141.56;136.33;137.37
138.07;139.5;136.9;139.48
136.11;138;135.59;135.88
136.67;137.45;134.53;135.58
136.66;138.47;136.1;136.35
136.01;136.93;134.89;136.09
138.81;139.1;136.04;136.97
139.55;141.56;138.55;139.95
142.28;142.35;138.3;140.25
143.81;144.56;140.55;142.72
143.82;144.23;139.43;143.85
145.31;146.4;143.21;144.67
140.13;144.18;140.04;143.74
140;141.11;139.07;140.95
138.99;141.34;138.35;139.49
136.47;139.99;136;139.35
135.39;135.9;133.85;135.81
133.45;135.39;132.03;135.07
131.78;134.98;130.91;133.05
124.76;130.83;124.55;130.78
124.05;124.18;121.75;122.5
125.15;126.78;122.89;124.18
127.63;129.21;125.3;125.87
126.82;129.31;125.74;127.45
123.73;126.7;121.57;126.65
122.32;124.62;121.61;122.42
119.78;123.53;119.7;122.95
123.21;124.02;119.38;119.49
129.56;129.71;123.25;124.42
127.37;130.96;127.12;129.57
129.04;131.23;126.26;129.19
132.33;132.39;127.9;129.06
133.33;133.5;130.22;132.5
131.75;132.86;131.12;132.71
128.24;132.25;127.68;132.07
125.8;127.95;125.8;127.24
126.22;127;124.92;125.83
124.85;126.85;123.83;125.14
123.35;126.21;123.26;123.9
122.9;125;122.66;124.73
124.64;125.14;122.97;123.9
126.62;127.2;123.51;125.4
122.63;125.35;121.2;121.51
118.89;122.14;118.6;121.76
121.73;122.99;119.16;120.5
121.18;124.25;120.25;123.42
119.19;123.15;118.79;121.45
117.2;118.25;115.76;117.64
119.57;120.17;117.25;118.31
120.01;120.98;119;120.22
118.42;120;117.96;119.57
115.43;116.79;114.58;116.32
116.53;116.67;114.19;115
114.94;118.75;113.28;118.45
114.19;116.13;113.52;115.99
110.14;114.75;109.78;112.71
104.09;109;103.89;108.69
105.45;107.45;105;105.12
104.51;105.01;102.61;104.49
108.23;108.53;106.4;106.85
107.83;109.98;107.58;109.87
107.58;108.36;103.86;106.49
106.36;109.44;105.39;106.5
102.71;108.16;101.75;107.66
102.09;103.11;100.57;101.59
101.85;103.2;100.25;101.62
99.91;103.48;99.72;101.52
95.24;99.69;95.07;99.66
96.53;97.39;94.18;95.42
96.3;97.2;95.01;95.93
92.9;96.58;92;96.35
89.81;94.07;89.58;92.68
84.87;89.17;84.36;88.63
84.18;87.6;82.57;83.11
88.34;88.4;82.33;85.3
90.46;91.87;88.45;88.84
90.18;92.77;89.45;91.17
88.93;90.74;87.88;88.37
88.12;91.2;87.67;87.94
87.93;91.3;87.67;89.31
92;92.92;88.96;89.19
89.86;92.92;89.25;91.16
87.45;90.89;87;90.25
91.65;92;86.51;86.95
89.4;92.4;89;91.2
93.37;94.25;90.11;90.64
95.05;95.85;92.72;94.37
96.87;97.04;94.28;94.53
98.99;99.94;98.12;99.16
95.83;99.75;95.83;99.27
96.37;98.31;95.77;96.82
101.33;102.51;97.06;97.83
100;103;99.5;102.51
97.02;100;97;99.72
92.77;97.25;92.62;96.46
93.22;96.25;93.1;93.55
91.92;93.38;90.28;92.98
89.1;92;88.9;91.51
92.6;93.62;90.01;90.13
93.09;94.34;92.6;93
92.12;95;91.5;94.2
90.19;91.55;89.74;90.73
88.86;90.97;88.3;89.64
86.82;89.87;86.5;88.36
88.04;90;85.82;88.36
79.39;82.88;79.31;82.83
81.93;82;78.2;78.2
84.3;84.38;80.4;82.33
80.57;84.12;80.05;83.38
86.24;87.25;84.72;85.33
88.24;89.74;86.35;87.71
90.46;90.99;87.55;88.66
93.21;93.38;90.14;90.58
90.43;93.15;90.04;92.7
91.81;92.5;90.26;91.01
95.95;97.17;92.39;93.02
93.17;96.18;92.71;94.58
85.88;91.04;85.16;90.75
85.97;87.74;85.34;85.35
87.42;88.05;84.72;86.29
86.52;87.62;85.07;86.61
86.64;87.42;85.24;85.81
86.14;86.25;84.55;85.04
86.87;87.87;85.9;86.38
90.02;90.03;84.69;85.74
89.94;90.94;88.8;90
89.31;90.83;88.44;89.43
91.03;91.1;88.02;89.16
93.98;96.48;92.75;95.43
95.99;96.21;93;94.75
92.8;99;92.53;98.27
97.35;101.24;94.83;95
97.87;99.49;96.5;98.21
98.04;103.6;97.21;100.06
97.28;100.8;95.8;99.72
90.35;94.49;88.86;94
94.43;95.21;89.06;91.41
89.4;96.23;88.8;95.9
90.03;92.65;86.5;92.47
91.3;92.27;88.92;88.93
94.7;94.76;91.86;92.67
89.92;95.25;89.85;95
94.63;94.71;88.16;90.8
85.21;94.79;84.84;92.95
81.93;84.12;79.14;82.58
85.24;86.45;80;80.49
89.44;91.58;86.21;86.29
89.64;90.99;86.86;89.91
88.48;90.55;87.26;88.14
93.76;93.99;90;90.24
89.87;96.44;86.02;96.44
92.43;93.24;90.01;90.12
94.81;97.17;92.26;94.77
100.17;100.4;94.5;95.88
99.24;99.85;95.72;98.24
101.05;102.78;98;99.1
108.91;109.72;102.99;103.3
109.99;111.79;106.67;110.99
105.93;109.1;104.86;106.96
107.4;110.78;105.14;107.59
108.23;112.19;107.61;111.04
100.86;109.54;99.94;104.55
95.43;100.5;92.37;99.91
95.07;97.63;91.86;92.09
90.33;97.9;90.11;96.38
96.51;99.25;91.9;98.23
97.37;101.25;92.93;96.87
96.95;97.9;91.16;91.49
99.78;100.03;93.64;98.44
99.6;102.04;85.89;97.4
99.77;103.43;91.74;101.89
103.84;107;97.89;97.95
116.26;116.4;103.14;104.08
104.55;110.53;101.02;110.26
85.7;100;85;96.8
93.35;95.8;86.6;88.74
85.91;96.33;85.68;89.79
100.48;101.5;88.95;89.16
91.96;98.78;87.54;98.14
104;106.5;94.65;97.07
108.01;108.79;100;100.1
111.92;112.36;107.39;109.12
108.25;115;106.3;113.66
119.62;119.68;100.59;105.26
124.91;129.8;123;128.24
129.8;134.79;128.52;131.93
127.27;130.95;125.15;128.71
131.85;135.8;126.66;126.84
139.94;140.25;130.66;131.05
142.6;144.2;136.31;140.91
130.57;135.43;120.68;134.09
138.49;138.51;127.83;127.83
133.86;142.5;132.15;139.88
142.03;147.69;140.36;140.36
150.91;150.91;146.5;148.94
148.18;152.99;146;152.65
152.32;154.99;148.8;151.61
156.86;159.96;149.79;151.68
164.57;164.89;151.46;157.92
158.59;162.4;157.65;160.18
165.86;167.91;160.81;161.22
166.84;168.68;164;166.96
172.4;173.5;165;166.19
172.96;173.5;169.04;169.53
175.28;176.25;172.75;173.74
173.31;175.76;172.19;174.67
172.76;174.88;172.61;173.64
176.15;176.23;171.66;172.55
175.82;177.5;175.57;176.79
174.47;175.45;171.89;174.29
174.77;176.94;173.61;175.84
174.54;177.07;171.81;173.53
175.57;177.81;173.82;175.39
179.04;179.75;175.05;175.74
178.33;180.45;177.84;179.32
177.98;180;175.9;179.3
173.52;179.29;173.51;176.73
170.07;176.5;169.67;173.56
163.86;169.65;163.75;169.55
162.71;166.15;161.5;163.57
159.97;167.4;158;164.19
155.42;160.8;154.82;160.64
